"rowid","Plot","Plot.Type","Date","Rec.Hour","Rec.Min","Start.sec","End.sec","Common.name","Confidence","Latin.name","class","order","File","Week","True.Positive","New.File","Base.Name"
1083,"TO06","TO",20260326,18,1,90,93,"Brown-headed Nuthatch",0.802,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO06\SMM2-06_20260326_180100.wav",13,1,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-06_20260326_180100_001_C80.wav","SMM2-06_20260326_180100_001_C80.wav"
1084,"TO09","TO",20260411,6,14,2034,2037,"Brown-headed Nuthatch",0.8843,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO09\SMM2-09_20260411_061402.wav",15,1,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-09_20260411_061402_001_C88.wav","SMM2-09_20260411_061402_001_C88.wav"
1085,"RE08","RE",20260411,6,14,3312,3315,"Brown-headed Nuthatch",0.9698,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE08\SMM2-30_20260411_061402.wav",15,1,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-30_20260411_061402_001_C97.wav","SMM2-30_20260411_061402_001_C97.wav"
1086,"IF03","IF",20260310,7,3,3111,3114,"Brown-headed Nuthatch",0.9986,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF03\SMM2-28_20260310_070302.wav",10,1,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-28_20260310_070302_001_C10.wav","SMM2-28_20260310_070302_001_C10.wav"
1087,"TO10","TO",20260319,5,50,525,528,"Brown-headed Nuthatch",0.6955,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO10\SMM2-10_20260319_055000.wav",12,1,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-10_20260319_055000_001_C70.wav","SMM2-10_20260319_055000_001_C70.wav"
1088,"TO03","TO",20260307,7,7,1746,1749,"Brown-headed Nuthatch",0.9188,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO03\SMM2-03_20260307_070702.wav",10,1,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-03_20260307_070702_001_C92.wav","SMM2-03_20260307_070702_001_C92.wav"
1089,"TO01","TO",20260325,6,41,981,984,"Brown-headed Nuthatch",0.9658,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO01\SMM2-01_20260325_064102.wav",12,1,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-01_20260325_064102_001_C97.wav","SMM2-01_20260325_064102_001_C97.wav"
1090,"RE08","RE",20260411,6,14,3453,3456,"Brown-headed Nuthatch",0.995,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE08\SMM2-30_20260411_061402.wav",15,1,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-30_20260411_061402_001_C10.wav","SMM2-30_20260411_061402_001_C10.wav"
1091,"TO05","TO",20260328,5,37,738,741,"Brown-headed Nuthatch",0.6796,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO05\SMM2-05_20260328_053700.wav",13,1,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-05_20260328_053700_001_C68.wav","SMM2-05_20260328_053700_001_C68.wav"
1092,"TO01","TO",20260421,5,4,513,516,"Brown-headed Nuthatch",0.8217,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO01\SMM2-01_20260421_050400.wav",16,1,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-01_20260421_050400_001_C82.wav","SMM2-01_20260421_050400_001_C82.wav"
1093,"RE05","RE",20260313,6,41,2967,2970,"Brown-headed Nuthatch",0.6467,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE05\SMM2-21_20260313_064102.wav",11,1,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-21_20260313_064102_001_C65.wav","SMM2-21_20260313_064102_001_C65.wav"
1094,"TO01","TO",20260325,6,41,891,894,"Brown-headed Nuthatch",0.7737,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO01\SMM2-01_20260325_064102.wav",12,1,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-01_20260325_064102_001_C77.wav","SMM2-01_20260325_064102_001_C77.wav"
1095,"IF07","IF",20260305,6,18,84,87,"Brown-headed Nuthatch",0.9845,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF07\SMM2-32_20260305_061802.wav",10,1,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-32_20260305_061802_001_C98.wav","SMM2-32_20260305_061802_001_C98.wav"
1096,"TO05","TO",20260327,5,38,306,309,"Brown-headed Nuthatch",0.9136,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO05\SMM2-05_20260327_053800.wav",13,1,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-05_20260327_053800_001_C91.wav","SMM2-05_20260327_053800_001_C91.wav"
1097,"IF01","IF",20260404,5,27,2415,2418,"Brown-headed Nuthatch",0.8378,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF01\SMM2-27_20260404_052700.wav",14,1,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-27_20260404_052700_001_C84.wav","SMM2-27_20260404_052700_001_C84.wav"
1098,"TO13","TO",20260323,5,44,171,174,"Brown-headed Nuthatch",0.9977,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO13\SMM2-13_20260323_054400.wav",12,1,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-13_20260323_054400_001_C10.wav","SMM2-13_20260323_054400_001_C10.wav"
1099,"TO03","TO",20260315,6,51,1134,1137,"Brown-headed Nuthatch",0.9679,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO03\SMM2-03_20260315_065102.wav",11,1,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-03_20260315_065102_001_C97.wav","SMM2-03_20260315_065102_001_C97.wav"
1100,"RE08","RE",20260411,6,14,3351,3354,"Brown-headed Nuthatch",0.9645,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE08\SMM2-30_20260411_061402.wav",15,1,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-30_20260411_061402_001_C96.wav","SMM2-30_20260411_061402_001_C96.wav"
701,"TO02","TO",20260303,6,12,906,909,"Brimley's Chorus Frog",0.9642,"Pseudacris brimleyi","Amphibia","Anura","D:\Subsetted_ARU_Data\TO02\SMM2-02_20260303_061200.wav",9,1,"D:/BirdNet_Validations/Brimleys_Chorus_Frog/SMM2-02_20260303_061200_001_C96.wav","SMM2-02_20260303_061200_001_C96.wav"
702,"TO04","TO",20260301,8,59,1893,1896,"Brimley's Chorus Frog",0.9651,"Pseudacris brimleyi","Amphibia","Anura","D:\Subsetted_ARU_Data\TO04\SMM2-04_20260301_085945.wav",9,1,"D:/BirdNet_Validations/Brimleys_Chorus_Frog/SMM2-04_20260301_085945_001_C97.wav","SMM2-04_20260301_085945_001_C97.wav"
703,"TO04","TO",20260301,8,59,513,516,"Brimley's Chorus Frog",0.8627,"Pseudacris brimleyi","Amphibia","Anura","D:\Subsetted_ARU_Data\TO04\SMM2-04_20260301_085945.wav",9,1,"D:/BirdNet_Validations/Brimleys_Chorus_Frog/SMM2-04_20260301_085945_001_C86.wav","SMM2-04_20260301_085945_001_C86.wav"
704,"TO03","TO",20260307,6,7,1152,1155,"Brimley's Chorus Frog",0.3065,"Pseudacris brimleyi","Amphibia","Anura","D:\Subsetted_ARU_Data\TO03\SMM2-03_20260307_060700.wav",10,1,"D:/BirdNet_Validations/Brimleys_Chorus_Frog/SMM2-03_20260307_060700_001_C31.wav","SMM2-03_20260307_060700_001_C31.wav"
705,"TO02","TO",20260303,6,12,921,924,"Brimley's Chorus Frog",0.8676,"Pseudacris brimleyi","Amphibia","Anura","D:\Subsetted_ARU_Data\TO02\SMM2-02_20260303_061200.wav",9,1,"D:/BirdNet_Validations/Brimleys_Chorus_Frog/SMM2-02_20260303_061200_001_C87.wav","SMM2-02_20260303_061200_001_C87.wav"
706,"RE09","RE",20260304,21,42,219,222,"Brimley's Chorus Frog",0.284,"Pseudacris brimleyi","Amphibia","Anura","D:\Subsetted_ARU_Data\RE09\SMM2-25_20260304_214200.wav",9,1,"D:/BirdNet_Validations/Brimleys_Chorus_Frog/SMM2-25_20260304_214200_001_C28.wav","SMM2-25_20260304_214200_001_C28.wav"
707,"TO02","TO",20260303,4,41,30,33,"Brimley's Chorus Frog",0.4967,"Pseudacris brimleyi","Amphibia","Anura","D:\Subsetted_ARU_Data\TO02\SMM2-02_20260303_044100.wav",9,1,"D:/BirdNet_Validations/Brimleys_Chorus_Frog/SMM2-02_20260303_044100_001_C50.wav","SMM2-02_20260303_044100_001_C50.wav"
708,"TO02","TO",20260303,2,41,30,33,"Brimley's Chorus Frog",0.8846,"Pseudacris brimleyi","Amphibia","Anura","D:\Subsetted_ARU_Data\TO02\SMM2-02_20260303_024100.wav",9,1,"D:/BirdNet_Validations/Brimleys_Chorus_Frog/SMM2-02_20260303_024100_001_C88.wav","SMM2-02_20260303_024100_001_C88.wav"
709,"TO06","TO",20260406,4,10,270,273,"Brimley's Chorus Frog",0.326,"Pseudacris brimleyi","Amphibia","Anura","D:\Subsetted_ARU_Data\TO06\SMM2-06_20260406_041000.wav",14,1,"D:/BirdNet_Validations/Brimleys_Chorus_Frog/SMM2-06_20260406_041000_001_C33.wav","SMM2-06_20260406_041000_001_C33.wav"
710,"TO05","TO",20260305,4,42,135,138,"Brimley's Chorus Frog",0.3934,"Pseudacris brimleyi","Amphibia","Anura","D:\Subsetted_ARU_Data\TO05\SMM2-05_20260305_044200.wav",10,1,"D:/BirdNet_Validations/Brimleys_Chorus_Frog/SMM2-05_20260305_044200_001_C39.wav","SMM2-05_20260305_044200_001_C39.wav"
711,"RE03","RE",20260321,2,56,246,249,"Brimley's Chorus Frog",0.777,"Pseudacris brimleyi","Amphibia","Anura","D:\Subsetted_ARU_Data\RE03\SMM2-19_20260321_025600.wav",12,1,"D:/BirdNet_Validations/Brimleys_Chorus_Frog/SMM2-19_20260321_025600_001_C78.wav","SMM2-19_20260321_025600_001_C78.wav"
712,"TO04","TO",20260303,23,59,3378,3381,"Brimley's Chorus Frog",0.6472,"Pseudacris brimleyi","Amphibia","Anura","D:\Subsetted_ARU_Data\TO04\SMM2-04_20260303_235902.wav",9,1,"D:/BirdNet_Validations/Brimleys_Chorus_Frog/SMM2-04_20260303_235902_001_C65.wav","SMM2-04_20260303_235902_001_C65.wav"
713,"TO04","TO",20260301,8,59,1743,1746,"Brimley's Chorus Frog",0.6741,"Pseudacris brimleyi","Amphibia","Anura","D:\Subsetted_ARU_Data\TO04\SMM2-04_20260301_085945.wav",9,1,"D:/BirdNet_Validations/Brimleys_Chorus_Frog/SMM2-04_20260301_085945_001_C67.wav","SMM2-04_20260301_085945_001_C67.wav"
714,"TO06","TO",20260406,4,10,81,84,"Brimley's Chorus Frog",0.3231,"Pseudacris brimleyi","Amphibia","Anura","D:\Subsetted_ARU_Data\TO06\SMM2-06_20260406_041000.wav",14,1,"D:/BirdNet_Validations/Brimleys_Chorus_Frog/SMM2-06_20260406_041000_001_C32.wav","SMM2-06_20260406_041000_001_C32.wav"
715,"TO02","TO",20260303,0,41,36,39,"Brimley's Chorus Frog",0.5722,"Pseudacris brimleyi","Amphibia","Anura","D:\Subsetted_ARU_Data\TO02\SMM2-02_20260303_004100.wav",9,1,"D:/BirdNet_Validations/Brimleys_Chorus_Frog/SMM2-02_20260303_004100_001_C57.wav","SMM2-02_20260303_004100_001_C57.wav"
716,"TO04","TO",20260301,8,59,2397,2400,"Brimley's Chorus Frog",0.9948,"Pseudacris brimleyi","Amphibia","Anura","D:\Subsetted_ARU_Data\TO04\SMM2-04_20260301_085945.wav",9,1,"D:/BirdNet_Validations/Brimleys_Chorus_Frog/SMM2-04_20260301_085945_001_C99.wav","SMM2-04_20260301_085945_001_C99.wav"
717,"TO02","TO",20260303,0,41,15,18,"Brimley's Chorus Frog",0.5478,"Pseudacris brimleyi","Amphibia","Anura","D:\Subsetted_ARU_Data\TO02\SMM2-02_20260303_004100.wav",9,1,"D:/BirdNet_Validations/Brimleys_Chorus_Frog/SMM2-02_20260303_004100_001_C55.wav","SMM2-02_20260303_004100_001_C55.wav"
718,"TO03","TO",20260308,23,46,60,63,"Brimley's Chorus Frog",0.3846,"Pseudacris brimleyi","Amphibia","Anura","D:\Subsetted_ARU_Data\TO03\SMM2-03_20260308_234600.wav",10,1,"D:/BirdNet_Validations/Brimleys_Chorus_Frog/SMM2-03_20260308_234600_001_C38.wav","SMM2-03_20260308_234600_001_C38.wav"
719,"TO04","TO",20260303,19,59,3516,3519,"Brimley's Chorus Frog",0.8105,"Pseudacris brimleyi","Amphibia","Anura","D:\Subsetted_ARU_Data\TO04\SMM2-04_20260303_195902.wav",9,1,"D:/BirdNet_Validations/Brimleys_Chorus_Frog/SMM2-04_20260303_195902_001_C81.wav","SMM2-04_20260303_195902_001_C81.wav"
720,"RE06","RE",20260315,1,51,15,18,"Brimley's Chorus Frog",0.6897,"Pseudacris brimleyi","Amphibia","Anura","D:\Subsetted_ARU_Data\RE06\SMM2-17_20260315_015100.wav",11,1,"D:/BirdNet_Validations/Brimleys_Chorus_Frog/SMM2-17_20260315_015100_001_C69.wav","SMM2-17_20260315_015100_001_C69.wav"
721,"TO09","TO",20260407,1,10,33,36,"Brimley's Chorus Frog",0.4294,"Pseudacris brimleyi","Amphibia","Anura","D:\Subsetted_ARU_Data\TO09\SMM2-09_20260407_011000.wav",14,1,"D:/BirdNet_Validations/Brimleys_Chorus_Frog/SMM2-09_20260407_011000_001_C43.wav","SMM2-09_20260407_011000_001_C43.wav"
722,"TO02","TO",20260303,6,12,705,708,"Brimley's Chorus Frog",0.9549,"Pseudacris brimleyi","Amphibia","Anura","D:\Subsetted_ARU_Data\TO02\SMM2-02_20260303_061200.wav",9,1,"D:/BirdNet_Validations/Brimleys_Chorus_Frog/SMM2-02_20260303_061200_001_C95.wav","SMM2-02_20260303_061200_001_C95.wav"
723,"TO02","TO",20260303,7,12,3375,3378,"Brimley's Chorus Frog",0.988,"Pseudacris brimleyi","Amphibia","Anura","D:\Subsetted_ARU_Data\TO02\SMM2-02_20260303_071202.wav",9,1,"D:/BirdNet_Validations/Brimleys_Chorus_Frog/SMM2-02_20260303_071202_001_C99.wav","SMM2-02_20260303_071202_001_C99.wav"
724,"TO04","TO",20260303,20,59,1590,1593,"Brimley's Chorus Frog",0.3032,"Pseudacris brimleyi","Amphibia","Anura","D:\Subsetted_ARU_Data\TO04\SMM2-04_20260303_205902.wav",9,1,"D:/BirdNet_Validations/Brimleys_Chorus_Frog/SMM2-04_20260303_205902_001_C30.wav","SMM2-04_20260303_205902_001_C30.wav"
725,"TO04","TO",20260303,23,59,3051,3054,"Brimley's Chorus Frog",0.7966,"Pseudacris brimleyi","Amphibia","Anura","D:\Subsetted_ARU_Data\TO04\SMM2-04_20260303_235902.wav",9,1,"D:/BirdNet_Validations/Brimleys_Chorus_Frog/SMM2-04_20260303_235902_001_C80.wav","SMM2-04_20260303_235902_001_C80.wav"
726,"TO02","TO",20260311,23,49,12,15,"Brimley's Chorus Frog",0.6719,"Pseudacris brimleyi","Amphibia","Anura","D:\Subsetted_ARU_Data\TO02\SMM2-02_20260311_234900.wav",10,1,"D:/BirdNet_Validations/Brimleys_Chorus_Frog/SMM2-02_20260311_234900_001_C67.wav","SMM2-02_20260311_234900_001_C67.wav"
727,"TO02","TO",20260303,7,12,1707,1710,"Brimley's Chorus Frog",0.9182,"Pseudacris brimleyi","Amphibia","Anura","D:\Subsetted_ARU_Data\TO02\SMM2-02_20260303_071202.wav",9,1,"D:/BirdNet_Validations/Brimleys_Chorus_Frog/SMM2-02_20260303_071202_001_C92.wav","SMM2-02_20260303_071202_001_C92.wav"
728,"TO04","TO",20260303,23,59,348,351,"Brimley's Chorus Frog",0.8244,"Pseudacris brimleyi","Amphibia","Anura","D:\Subsetted_ARU_Data\TO04\SMM2-04_20260303_235902.wav",9,1,"D:/BirdNet_Validations/Brimleys_Chorus_Frog/SMM2-04_20260303_235902_001_C82.wav","SMM2-04_20260303_235902_001_C82.wav"
729,"TO02","TO",20260311,19,49,237,240,"Brimley's Chorus Frog",0.4949,"Pseudacris brimleyi","Amphibia","Anura","D:\Subsetted_ARU_Data\TO02\SMM2-02_20260311_194900.wav",10,1,"D:/BirdNet_Validations/Brimleys_Chorus_Frog/SMM2-02_20260311_194900_001_C49.wav","SMM2-02_20260311_194900_001_C49.wav"
730,"TO14","TO",20260304,22,42,147,150,"Brimley's Chorus Frog",0.7817,"Pseudacris brimleyi","Amphibia","Anura","D:\Subsetted_ARU_Data\TO14\SMM2-14_20260304_224200.wav",9,1,"D:/BirdNet_Validations/Brimleys_Chorus_Frog/SMM2-14_20260304_224200_001_C78.wav","SMM2-14_20260304_224200_001_C78.wav"
731,"TO14","TO",20260304,2,42,192,195,"Brimley's Chorus Frog",0.9744,"Pseudacris brimleyi","Amphibia","Anura","D:\Subsetted_ARU_Data\TO14\SMM2-14_20260304_024200.wav",9,1,"D:/BirdNet_Validations/Brimleys_Chorus_Frog/SMM2-14_20260304_024200_001_C97.wav","SMM2-14_20260304_024200_001_C97.wav"
732,"TO14","TO",20260304,21,42,186,189,"Brimley's Chorus Frog",0.6903,"Pseudacris brimleyi","Amphibia","Anura","D:\Subsetted_ARU_Data\TO14\SMM2-14_20260304_214200.wav",9,1,"D:/BirdNet_Validations/Brimleys_Chorus_Frog/SMM2-14_20260304_214200_001_C69.wav","SMM2-14_20260304_214200_001_C69.wav"
733,"TO04","TO",20260303,23,59,1827,1830,"Brimley's Chorus Frog",0.7936,"Pseudacris brimleyi","Amphibia","Anura","D:\Subsetted_ARU_Data\TO04\SMM2-04_20260303_235902.wav",9,1,"D:/BirdNet_Validations/Brimleys_Chorus_Frog/SMM2-04_20260303_235902_001_C79.wav","SMM2-04_20260303_235902_001_C79.wav"
734,"TO04","TO",20260303,23,59,1806,1809,"Brimley's Chorus Frog",0.5868,"Pseudacris brimleyi","Amphibia","Anura","D:\Subsetted_ARU_Data\TO04\SMM2-04_20260303_235902.wav",9,1,"D:/BirdNet_Validations/Brimleys_Chorus_Frog/SMM2-04_20260303_235902_001_C59.wav","SMM2-04_20260303_235902_001_C59.wav"
735,"TO14","TO",20260304,6,11,588,591,"Brimley's Chorus Frog",0.9137,"Pseudacris brimleyi","Amphibia","Anura","D:\Subsetted_ARU_Data\TO14\SMM2-14_20260304_061100.wav",9,1,"D:/BirdNet_Validations/Brimleys_Chorus_Frog/SMM2-14_20260304_061100_001_C91.wav","SMM2-14_20260304_061100_001_C91.wav"
736,"TO06","TO",20260306,21,44,255,258,"Brimley's Chorus Frog",0.2856,"Pseudacris brimleyi","Amphibia","Anura","D:\Subsetted_ARU_Data\TO06\SMM2-06_20260306_214400.wav",10,1,"D:/BirdNet_Validations/Brimleys_Chorus_Frog/SMM2-06_20260306_214400_001_C29.wav","SMM2-06_20260306_214400_001_C29.wav"
737,"TO14","TO",20260304,6,11,765,768,"Brimley's Chorus Frog",0.9224,"Pseudacris brimleyi","Amphibia","Anura","D:\Subsetted_ARU_Data\TO14\SMM2-14_20260304_061100.wav",9,1,"D:/BirdNet_Validations/Brimleys_Chorus_Frog/SMM2-14_20260304_061100_001_C92.wav","SMM2-14_20260304_061100_001_C92.wav"
738,"TO02","TO",20260303,6,12,90,93,"Brimley's Chorus Frog",0.6338,"Pseudacris brimleyi","Amphibia","Anura","D:\Subsetted_ARU_Data\TO02\SMM2-02_20260303_061200.wav",9,1,"D:/BirdNet_Validations/Brimleys_Chorus_Frog/SMM2-02_20260303_061200_001_C63.wav","SMM2-02_20260303_061200_001_C63.wav"
739,"TO14","TO",20260304,6,11,2019,2022,"Brimley's Chorus Frog",0.9649,"Pseudacris brimleyi","Amphibia","Anura","D:\Subsetted_ARU_Data\TO14\SMM2-14_20260304_061100.wav",9,1,"D:/BirdNet_Validations/Brimleys_Chorus_Frog/SMM2-14_20260304_061100_001_C96.wav","SMM2-14_20260304_061100_001_C96.wav"
740,"TO14","TO",20260304,23,42,279,282,"Brimley's Chorus Frog",0.8659,"Pseudacris brimleyi","Amphibia","Anura","D:\Subsetted_ARU_Data\TO14\SMM2-14_20260304_234200.wav",9,1,"D:/BirdNet_Validations/Brimleys_Chorus_Frog/SMM2-14_20260304_234200_001_C87.wav","SMM2-14_20260304_234200_001_C87.wav"
741,"TO04","TO",20260303,23,59,1905,1908,"Brimley's Chorus Frog",0.8577,"Pseudacris brimleyi","Amphibia","Anura","D:\Subsetted_ARU_Data\TO04\SMM2-04_20260303_235902.wav",9,1,"D:/BirdNet_Validations/Brimleys_Chorus_Frog/SMM2-04_20260303_235902_001_C86.wav","SMM2-04_20260303_235902_001_C86.wav"
742,"TO14","TO",20260304,6,11,651,654,"Brimley's Chorus Frog",0.338,"Pseudacris brimleyi","Amphibia","Anura","D:\Subsetted_ARU_Data\TO14\SMM2-14_20260304_061100.wav",9,1,"D:/BirdNet_Validations/Brimleys_Chorus_Frog/SMM2-14_20260304_061100_001_C34.wav","SMM2-14_20260304_061100_001_C34.wav"
743,"TO02","TO",20260303,2,41,195,198,"Brimley's Chorus Frog",0.9445,"Pseudacris brimleyi","Amphibia","Anura","D:\Subsetted_ARU_Data\TO02\SMM2-02_20260303_024100.wav",9,1,"D:/BirdNet_Validations/Brimleys_Chorus_Frog/SMM2-02_20260303_024100_001_C94.wav","SMM2-02_20260303_024100_001_C94.wav"
744,"TO06","TO",20260306,21,44,258,261,"Brimley's Chorus Frog",0.5525,"Pseudacris brimleyi","Amphibia","Anura","D:\Subsetted_ARU_Data\TO06\SMM2-06_20260306_214400.wav",10,1,"D:/BirdNet_Validations/Brimleys_Chorus_Frog/SMM2-06_20260306_214400_001_C55.wav","SMM2-06_20260306_214400_001_C55.wav"
745,"RE09","RE",20260304,21,42,213,216,"Brimley's Chorus Frog",0.2921,"Pseudacris brimleyi","Amphibia","Anura","D:\Subsetted_ARU_Data\RE09\SMM2-25_20260304_214200.wav",9,1,"D:/BirdNet_Validations/Brimleys_Chorus_Frog/SMM2-25_20260304_214200_001_C29.wav","SMM2-25_20260304_214200_001_C29.wav"
746,"TO01","TO",20260312,17,50,159,162,"Brimley's Chorus Frog",0.6345,"Pseudacris brimleyi","Amphibia","Anura","D:\Subsetted_ARU_Data\TO01\SMM2-01_20260312_175000.wav",11,1,"D:/BirdNet_Validations/Brimleys_Chorus_Frog/SMM2-01_20260312_175000_001_C63.wav","SMM2-01_20260312_175000_001_C63.wav"
747,"RE09","RE",20260304,0,42,51,54,"Brimley's Chorus Frog",0.7479,"Pseudacris brimleyi","Amphibia","Anura","D:\Subsetted_ARU_Data\RE09\SMM2-25_20260304_004200.wav",9,1,"D:/BirdNet_Validations/Brimleys_Chorus_Frog/SMM2-25_20260304_004200_001_C75.wav","SMM2-25_20260304_004200_001_C75.wav"
748,"TO02","TO",20260303,1,41,27,30,"Brimley's Chorus Frog",0.6301,"Pseudacris brimleyi","Amphibia","Anura","D:\Subsetted_ARU_Data\TO02\SMM2-02_20260303_014100.wav",9,1,"D:/BirdNet_Validations/Brimleys_Chorus_Frog/SMM2-02_20260303_014100_001_C63.wav","SMM2-02_20260303_014100_001_C63.wav"
749,"TO09","TO",20260407,0,10,96,99,"Brimley's Chorus Frog",0.3352,"Pseudacris brimleyi","Amphibia","Anura","D:\Subsetted_ARU_Data\TO09\SMM2-09_20260407_001000.wav",14,1,"D:/BirdNet_Validations/Brimleys_Chorus_Frog/SMM2-09_20260407_001000_001_C34.wav","SMM2-09_20260407_001000_001_C34.wav"
750,"TO02","TO",20260303,0,41,48,51,"Brimley's Chorus Frog",0.607,"Pseudacris brimleyi","Amphibia","Anura","D:\Subsetted_ARU_Data\TO02\SMM2-02_20260303_004100.wav",9,1,"D:/BirdNet_Validations/Brimleys_Chorus_Frog/SMM2-02_20260303_004100_001_C61.wav","SMM2-02_20260303_004100_001_C61.wav"
751,"TO03","TO",20260307,6,7,1131,1134,"Brimley's Chorus Frog",0.8627,"Pseudacris brimleyi","Amphibia","Anura","D:\Subsetted_ARU_Data\TO03\SMM2-03_20260307_060700.wav",10,1,"D:/BirdNet_Validations/Brimleys_Chorus_Frog/SMM2-03_20260307_060700_001_C86.wav","SMM2-03_20260307_060700_001_C86.wav"
752,"TO14","TO",20260304,23,42,261,264,"Brimley's Chorus Frog",0.568,"Pseudacris brimleyi","Amphibia","Anura","D:\Subsetted_ARU_Data\TO14\SMM2-14_20260304_234200.wav",9,1,"D:/BirdNet_Validations/Brimleys_Chorus_Frog/SMM2-14_20260304_234200_001_C57.wav","SMM2-14_20260304_234200_001_C57.wav"
753,"RE06","RE",20260315,1,51,9,12,"Brimley's Chorus Frog",0.2858,"Pseudacris brimleyi","Amphibia","Anura","D:\Subsetted_ARU_Data\RE06\SMM2-17_20260315_015100.wav",11,1,"D:/BirdNet_Validations/Brimleys_Chorus_Frog/SMM2-17_20260315_015100_001_C29.wav","SMM2-17_20260315_015100_001_C29.wav"
754,"TO02","TO",20260303,6,12,891,894,"Brimley's Chorus Frog",0.9763,"Pseudacris brimleyi","Amphibia","Anura","D:\Subsetted_ARU_Data\TO02\SMM2-02_20260303_061200.wav",9,1,"D:/BirdNet_Validations/Brimleys_Chorus_Frog/SMM2-02_20260303_061200_001_C98.wav","SMM2-02_20260303_061200_001_C98.wav"
755,"TO14","TO",20260304,6,11,684,687,"Brimley's Chorus Frog",0.9847,"Pseudacris brimleyi","Amphibia","Anura","D:\Subsetted_ARU_Data\TO14\SMM2-14_20260304_061100.wav",9,1,"D:/BirdNet_Validations/Brimleys_Chorus_Frog/SMM2-14_20260304_061100_001_C98.wav","SMM2-14_20260304_061100_001_C98.wav"
756,"TO04","TO",20260301,9,59,678,681,"Brimley's Chorus Frog",0.8339,"Pseudacris brimleyi","Amphibia","Anura","D:\Subsetted_ARU_Data\TO04\SMM2-04_20260301_095902.wav",9,1,"D:/BirdNet_Validations/Brimleys_Chorus_Frog/SMM2-04_20260301_095902_001_C83.wav","SMM2-04_20260301_095902_001_C83.wav"
757,"TO14","TO",20260304,6,11,678,681,"Brimley's Chorus Frog",0.9715,"Pseudacris brimleyi","Amphibia","Anura","D:\Subsetted_ARU_Data\TO14\SMM2-14_20260304_061100.wav",9,1,"D:/BirdNet_Validations/Brimleys_Chorus_Frog/SMM2-14_20260304_061100_001_C97.wav","SMM2-14_20260304_061100_001_C97.wav"
758,"TO01","TO",20260312,22,50,108,111,"Brimley's Chorus Frog",0.8315,"Pseudacris brimleyi","Amphibia","Anura","D:\Subsetted_ARU_Data\TO01\SMM2-01_20260312_225000.wav",11,1,"D:/BirdNet_Validations/Brimleys_Chorus_Frog/SMM2-01_20260312_225000_001_C83.wav","SMM2-01_20260312_225000_001_C83.wav"
759,"TO04","TO",20260303,23,59,2919,2922,"Brimley's Chorus Frog",0.4196,"Pseudacris brimleyi","Amphibia","Anura","D:\Subsetted_ARU_Data\TO04\SMM2-04_20260303_235902.wav",9,1,"D:/BirdNet_Validations/Brimleys_Chorus_Frog/SMM2-04_20260303_235902_001_C42.wav","SMM2-04_20260303_235902_001_C42.wav"
